step time_fs KE_kcal_mol PE_kcal_mol TE_kcal_mol T_K
422 422.000000 5.9649742940 65.7638422128 71.7288165069 125.070483
423 423.000000 5.9389860637 65.7913577161 71.7303437799 124.525575
424 424.000000 5.9103480256 65.8220861513 71.7324341769 123.925107
425 425.000000 5.9075892347 65.8248956216 71.7324848564 123.867262
426 426.000000 5.9320794283 65.7982553880 71.7303348163 124.380760
427 427.000000 5.9561093623 65.7724046493 71.7285140116 124.884607
428 428.000000 5.9560822428 65.7728894797 71.7289717225 124.884039
429 429.000000 5.9392155783 65.7917621598 71.7309777381 124.530387
430 430.000000 5.9345642335 65.7977773197 71.7323415532 124.432860
431 431.000000 5.9624309033 65.7692618536 71.7316927569 125.017154
432 432.000000 6.0144144859 65.7152247314 71.7296392173 126.107119
433 433.000000 6.0622141668 65.6660663359 71.7282805026 127.109358
434 434.000000 6.0873625447 65.6418427412 71.7292052858 127.636656
435 435.000000 6.1023394957 65.6291019460 71.7314414417 127.950685
436 436.000000 6.1367529915 65.5954563990 71.7322093905 128.672249
437 437.000000 6.2010447152 65.5293713789 71.7304160942 130.020285
438 438.000000 6.2726998614 65.4554539524 71.7281538138 131.522712
439 439.000000 6.3234134951 65.4045099262 71.7279234213 132.586050
440 440.000000 6.3523673287 65.3773482850 71.7297156137 133.193138
441 441.000000 6.3868277331 65.3446616678 71.7314894009 133.915686
442 442.000000 6.4538060193 65.2776840372 71.7314900565 135.320052
443 443.000000 6.5543384617 65.1754166933 71.7297551551 137.427964
444 444.000000 6.6636383405 65.0643870560 71.7280253966 139.719707
445 445.000000 6.7560636107 64.9721165604 71.7281801711 141.657632
446 446.000000 6.8312577722 64.8988531335 71.7301109058 143.234265
447 447.000000 6.9126703622 64.8187892901 71.7314596522 144.941281
448 448.000000 7.0171735661 64.7132162938 71.7303898599 147.132450
449 449.000000 7.1320442691 64.5959672300 71.7280114991 149.541000
450 450.000000 7.2292731354 64.4976294607 71.7269025961 151.579644
451 451.000000 7.2988209669 64.4291514585 71.7279724253 153.037887
452 452.000000 7.3606549125 64.3691836331 71.7298385456 154.334389
453 453.000000 7.4453812364 64.2852463387 71.7306275751 156.110886
454 454.000000 7.5666576712 64.1629945253 71.7296521965 158.653748
455 455.000000 7.7103257314 64.0174870179 71.7278127492 161.666105
456 456.000000 7.8473992843 63.8794325845 71.7268318688 164.540192
457 457.000000 7.9591744626 63.7684892152 71.7276636778 166.883836
458 458.000000 8.0513209019 63.6779589377 71.7292798396 168.815915
459 459.000000 8.1414482748 63.5881495979 71.7295978727 170.705658
460 460.000000 8.2332872970 63.4946971764 71.7279844734 172.631291
461 461.000000 8.3089673898 63.4170841545 71.7260515442 174.218112
462 462.000000 8.3491123255 63.3765158962 71.7256282217 175.059850
463 463.000000 8.3557551442 63.3710551714 71.7268103155 175.199134
464 464.000000 8.3526991352 63.3755609121 71.7282600474 175.135057
465 465.000000 8.3658385383 63.3628258599 71.7286643983 175.410557
466 466.000000 8.4031434996 63.3245444327 71.7276879323 176.192748
467 467.000000 8.4491708028 63.2769136911 71.7260844938 177.157825
468 468.000000 8.4765323802 63.2486447964 71.7251771766 177.731528
469 469.000000 8.4659997796 63.2598131491 71.7258129287 177.510686
470 470.000000 8.4195944160 63.3078174142 71.7274118302 176.537682
471 471.000000 8.3540795379 63.3742695362 71.7283490740 175.164000
472 472.000000 8.2806358368 63.4470797078 71.7277155446 173.624071
473 473.000000 8.1932532373 63.5331155177 71.7263687550 171.791878
474 474.000000 8.0790125530 63.6468395186 71.7258520716 169.396539
475 475.000000 7.9371518673 63.7895459080 71.7266977753 166.422077
476 476.000000 7.7852862213 63.9428357938 71.7281220151 163.237838
477 477.000000 7.6478042101 64.0811503311 71.7289545412 160.355186
478 478.000000 7.5384605966 64.1901047809 71.7285653776 158.062526
479 479.000000 7.4509169478 64.2763279977 71.7272449456 156.226956
480 480.000000 7.3635470547 64.3625224747 71.7260695294 154.395030
481 481.000000 7.2560326168 64.4701593506 71.7261919674 152.140723
482 482.000000 7.1263715532 64.6013616022 71.7277331554 149.422057
483 483.000000 6.9927787865 64.7365760619 71.7293548483 146.620953
484 484.000000 6.8758959336 64.8536107747 71.7295067083 144.170214
485 485.000000 6.7784114155 64.9497840528 71.7281954684 142.126210
486 486.000000 6.6847586881 65.0421930330 71.7269517212 140.162548
487 487.000000 6.5807052097 65.1463372162 71.7270424259 137.980809
488 488.000000 6.4701558703 65.2581120222 71.7282678924 135.662867
489 489.000000 6.3725224232 65.3569090699 71.7294314931 133.615740
490 490.000000 6.3056891035 65.4237917514 71.7294808548 132.214414
491 491.000000 6.2705659637 65.4577023997 71.7282683633 131.477970
492 492.000000 6.2492202300 65.4774770726 71.7266973027 131.030404
493 493.000000 6.2187183578 65.5074512049 71.7261695627 130.390856
494 494.000000 6.1713242201 65.5560066112 71.7273308313 129.397121
495 495.000000 6.1228053154 65.6062930885 71.7290984040 128.379801
496 496.000000 6.0970442576 65.6324977066 71.7295419642 127.839657
497 497.000000 6.1002353188 65.6278865694 71.7281218882 127.906565
498 498.000000 6.1137952655 65.6125923198 71.7263875853 128.190883
499 499.000000 6.1147787855 65.6113285528 71.7261073383 128.211505
500 500.000000 6.0999225574 65.6274681761 71.7273907335 127.900008
501 501.000000 6.0878556047 65.6410204283 71.7288760330 127.646994
502 502.000000 6.1002375607 65.6289207040 71.7291582647 127.906612
503 503.000000 6.1413708850 65.5865508149 71.7279216999 128.769075
504 504.000000 6.1937229601 65.5324963271 71.7262192872 129.866766
505 505.000000 6.2335671372 65.4921705965 71.7257377337 130.702198
506 506.000000 6.2546356403 65.4725139217 71.7271495620 131.143951
507 507.000000 6.2762942508 65.4527072342 71.7290014850 131.598078
508 508.000000 6.3232592151 65.4058265246 71.7290857398 132.582815
509 509.000000 6.3966986118 65.3304869672 71.7271855791 134.122654
510 510.000000 6.4717966567 65.2536184151 71.7254150718 135.697271
511 511.000000 6.5257384775 65.1998648302 71.7256033077 136.828295
512 512.000000 6.5626389709 65.1647323956 71.7273713665 137.602005
513 513.000000 6.6089295053 65.1199696148 71.7288991201 138.572601
514 514.000000 6.6876101620 65.0411752405 71.7287854026 140.222336
515 515.000000 6.7975200190 64.9296569589 71.7271769779 142.526869
516 516.000000 6.9152907525 64.8103762400 71.7256669925 144.996224
517 517.000000 7.0182463531 64.7076747491 71.7259211022 147.154944
518 518.000000 7.1073706656 64.6203912200 71.7277618856 149.023656
519 519.000000 7.2047133170 64.5242424620 71.7289557790 151.064686
520 520.000000 7.3246595774 64.4031459216 71.7278054990 153.579657
521 521.000000 7.4529829270 64.2724336207 71.7254165476 156.270275
522 522.000000 7.5614487391 64.1628480064 71.7242967455 158.544529
523 523.000000 7.6402636026 64.0850890548 71.7253526574 160.197079
524 524.000000 7.7098156630 64.0174226750 71.7272383381 161.655410
525 525.000000 7.8014166758 63.9266485937 71.7280652694 163.576053
526 526.000000 7.9292561999 63.7978296267 71.7270858267 166.256525
527 527.000000 8.0786204150 63.6465607945 71.7251812095 169.388317
528 528.000000 8.2186402549 63.5054999824 71.7241402373 172.324180
529 529.000000 8.3283777823 63.3966073353 71.7249851177 174.625099
530 530.000000 8.4120230371 63.3146151582 71.7266381953 176.378930
531 531.000000 8.4862757205 63.2406402893 71.7269160098 177.935821
532 532.000000 8.5538121924 63.1714270323 71.7252392247 179.351891
533 533.000000 8.5965089906 63.1269090543 71.7234180449 180.247135
534 534.000000 8.5977899705 63.1255660804 71.7233560509 180.273994
535 535.000000 8.5658786259 63.1590837163 71.7249623422 179.604894
536 536.000000 8.5309626992 63.1956429897 71.7266056890 178.872795
537 537.000000 8.5209662299 63.2058559673 71.7268221972 178.663194
538 538.000000 8.5394277830 63.1860207551 71.7254485381 179.050286
539 539.000000 8.5630638391 63.1606647313 71.7237285704 179.545875
540 540.000000 8.5607865609 63.1626161846 71.7234027455 179.498126
541 541.000000 8.5196731583 63.2053533652 71.7250265236 178.636081
542 542.000000 8.4539944730 63.2730485277 71.7270430006 177.258965
543 543.000000 8.3861100939 63.3412250288 71.7273351227 175.835600
544 544.000000 8.3199907397 63.4058281203 71.7258188600 174.449244
545 545.000000 8.2396798746 63.4848157780 71.7244956526 172.765328
546 546.000000 8.1336651725 63.5912460397 71.7249112123 170.542466
547 547.000000 8.0138991167 63.7126727447 71.7265718614 168.031274
548 548.000000 7.9082496495 63.8195737305 71.7278233801 165.816071
549 549.000000 7.8365934663 63.8909159476 71.7275094139 164.313621
550 550.000000 7.7937709388 63.9320880353 71.7258589741 163.415741
551 551.000000 7.7533432082 63.9709938062 71.7243370144 162.568073
552 552.000000 7.6896672189 64.0348314661 71.7244986850 161.232948
553 553.000000 7.6004736051 64.1258869097 71.7263605148 159.362783
554 554.000000 7.5074554093 64.2205764437 71.7280318529 157.412425
555 555.000000 7.4315067559 64.2962264229 71.7277331788 155.819973
556 556.000000 7.3695149369 64.3564524862 71.7259674231 154.520161
557 557.000000 7.3002165048 64.4245963927 71.7248128975 153.067148
558 558.000000 7.2107286136 64.5146807184 71.7254093320 151.190812
559 559.000000 7.1118175277 64.6151615204 71.7269790480 149.116896
560 560.000000 7.0274930414 64.7004725348 71.7279655763 147.348824
561 561.000000 6.9727872564 64.7546876884 71.7274749448 146.201781
562 562.000000 6.9405158981 64.7853680571 71.7258839552 145.525132
563 563.000000 6.9070418713 64.8175300579 71.7245719291 144.823266
564 564.000000 6.8527062953 64.8721450565 71.7248513518 143.683986
565 565.000000 6.7803281140 64.9462606070 71.7265887210 142.166398
566 566.000000 6.7128989481 65.0151254723 71.7280244204 140.752578
567 567.000000 6.6697183039 65.0579014896 71.7276197934 139.847189
568 568.000000 6.6459576319 65.0799418006 71.7258994325 139.348987
569 569.000000 6.6192496500 65.1055127217 71.7247623717 138.788988
570 570.000000 6.5748092780 65.1504594065 71.7252686845 137.857186
571 571.000000 6.5203970879 65.2063630567 71.7267601446 136.716299
572 572.000000 6.4778927095 65.2499282229 71.7278209324 135.825089
573 573.000000 6.4631243211 65.2644217832 71.7275461043 135.515434
574 574.000000 6.4723836561 65.2537540631 71.7261377192 135.709579
575 575.000000 6.4854982808 65.2392786815 71.7247769622 135.984559
576 576.000000 6.4833025170 65.2414715254 71.7247740424 135.938520
577 577.000000 6.4659713493 65.2602927780 71.7262641273 135.575129
578 578.000000 6.4540607871 65.2736793320 71.7277401191 135.325394
579 579.000000 6.4676557832 65.2598830641 71.7275388473 135.610447
580 580.000000 6.5043226429 65.2215050280 71.7258276708 136.379259
581 581.000000 6.5413768337 65.1830331231 71.7244099567 137.156192
582 582.000000 6.5599541044 65.1646611877 71.7246152921 137.545710
583 583.000000 6.5635691307 65.1624862940 71.7260554247 137.621508
584 584.000000 6.5734208288 65.1538952513 71.7273160801 137.828073
585 585.000000 6.6083201440 65.1189668684 71.7272870125 138.559824
586 586.000000 6.6682074121 65.0577489072 71.7259563194 139.815509
587 587.000000 6.7340019886 64.9904455398 71.7244475284 141.195056
588 588.000000 6.7842008065 64.9400244772 71.7242252838 142.247599
589 589.000000 6.8154035180 64.9102434034 71.7256469213 142.901841
590 590.000000 6.8464445376 64.8807789512 71.7272234888 143.552693
591 591.000000 6.8980325576 64.8290379502 71.7270705079 144.634364
592 592.000000 6.9682668893 64.7569541275 71.7252210167 146.107001
593 593.000000 7.0334351727 64.6902000690 71.7236352417 147.473415
594 594.000000 7.0739416768 64.6499126621 71.7238543390 148.322735
595 595.000000 7.0952356466 64.6302370684 71.7254727149 148.769216
596 596.000000 7.1224887629 64.6043890187 71.7268777816 149.340645
597 597.000000 7.1774568111 64.5493604051 71.7268172162 150.493186
598 598.000000 7.2597756556 64.4655718914 71.7253475470 152.219205
599 599.000000 7.3477048615 64.3761163481 71.7238212096 154.062859
600 600.000000 7.4179115404 64.3059136427 71.7238251831 155.534916
601 601.000000 7.4677388199 64.2577383148 71.7254771348 156.579669
602 602.000000 7.5166775778 64.2102187844 71.7268963622 157.605791
603 603.000000 7.5820009725 64.1442409627 71.7262419353 158.975458
604 604.000000 7.6557674322 64.0683237768 71.7240912090 160.522155
605 605.000000 7.7126338152 64.0101144661 71.7227482814 161.714500
606 606.000000 7.7395774603 63.9838884959 71.7234659562 162.279440
607 607.000000 7.7521315388 63.9731799693 71.7253115081 162.542667
608 608.000000 7.7809498705 63.9455040540 71.7264539245 163.146915
609 609.000000 7.8448789232 63.8809861726 71.7258650958 164.487346
610 610.000000 7.9352937366 63.7887822950 71.7240760317 166.383117
611 611.000000 8.0238696813 63.6989181570 71.7227878383 168.240332
612 612.000000 8.0874842270 63.6358923026 71.7233765296 169.574168
613 613.000000 8.1279974154 63.5972326085 71.7252300239 170.423628
614 614.000000 8.1651486293 63.5609406133 71.7260892426 171.202595
615 615.000000 8.2085976398 63.5161506628 71.7247483025 172.113611
616 616.000000 8.2433349063 63.4793278435 71.7226627497 172.841964
617 617.000000 8.2479179336 63.4741640807 71.7220820143 172.938059
618 618.000000 8.2225138268 63.5009198911 71.7234337179 172.405399
619 619.000000 8.1933344150 63.5318781758 71.7252125907 171.793580
620 620.000000 8.1905437861 63.5351754020 71.7257191881 171.735068
621 621.000000 8.2228510783 63.5016425301 71.7244936084 172.412470
622 622.000000 8.2704462892 63.4521812850 71.7226275742 173.410422
623 623.000000 8.3014566238 63.4204850401 71.7219416640 174.060630
624 624.000000 8.2988588025 63.4243978803 71.7232566827 174.006161
625 625.000000 8.2730169760 63.4521927276 71.7252097036 173.464323
626 626.000000 8.2451334663 63.4804334015 71.7255668678 172.879676
627 627.000000 8.2195372075 63.5044429457 71.7239801532 172.342987
628 628.000000 8.1791683126 63.5432465060 71.7224148186 171.496553
629 629.000000 8.1096222406 63.6130082024 71.7226304430 170.038347
630 630.000000 8.0208259520 63.7034728127 71.7242987647 168.176512
631 631.000000 7.9415521125 63.7841750553 71.7257271678 166.514340
632 632.000000 7.8948367744 63.8307695293 71.7256063037 165.534837
633 633.000000 7.8785260703 63.8455022766 71.7240283469 165.192842
634 634.000000 7.8668426879 63.8555732853 71.7224159732 164.947871
635 635.000000 7.8318599409 63.8905540720 71.7224140129 164.214371
636 636.000000 7.7675951609 63.9566115932 71.7242067541 162.866901
637 637.000000 7.6932747221 64.0327037053 71.7259784274 161.308588
638 638.000000 7.6300086884 64.0958247014 71.7258333898 159.982059
639 639.000000 7.5764296668 64.1476891428 71.7241188096 158.858642
640 640.000000 7.5125355679 64.2103762547 71.7229118226 157.518943
641 641.000000 7.4257887137 64.2976774145 71.7234661282 155.700081
642 642.000000 7.3273903021 64.3976825099 71.7250728119 153.636914
643 643.000000 7.2425224671 64.4836291040 71.7261515711 151.857449
644 644.000000 7.1876862269 64.5380634345 71.7257496614 150.707671
645 645.000000 7.1565430503 64.5676552536 71.7241983040 150.054677
646 646.000000 7.1249814166 64.5978788105 71.7228602270 149.392909
647 647.000000 7.0714413331 64.6516363440 71.7230776771 148.270309
648 648.000000 6.9961724266 64.7286243898 71.7247968164 146.692109
649 649.000000 6.9204421927 64.8058815239 71.7263237166 145.104237
650 650.000000 6.8638818765 64.8622012293 71.7260831058 143.918310
651 651.000000 6.8236895211 64.9007930850 71.7244826061 143.075577
652 652.000000 6.7795316723 64.9438201470 71.7233518193 142.149699
653 653.000000 6.7173804950 65.0064151589 71.7237956539 140.846545
654 654.000000 6.6447252749 65.0805325232 71.7252577981 139.323148
655 655.000000 6.5833890782 65.1430073737 71.7263964519 138.037083
656 656.000000 6.5503719294 65.1759329190 71.7263048484 137.344796
657 657.000000 6.5442598108 65.1808280971 71.7250879080 137.216640
658 658.000000 6.5467847972 65.1769862913 71.7237710885 137.269583
659 659.000000 6.5381733555 65.1854279963 71.7236013518 137.089023
660 660.000000 6.5150094818 65.2098944056 71.7249038874 136.603335
661 661.000000 6.4942946998 65.2321908406 71.7264855404 136.168998
662 662.000000 6.4969010427 65.2298046743 71.7267057170 136.223646
663 663.000000 6.5257233147 65.1996207093 71.7253440240 136.827977
664 664.000000 6.5627494025 65.1611117009 71.7238611034 137.604321
665 665.000000 6.5883769522 65.1353160762 71.7236930284 138.141666
666 666.000000 6.6010789666 65.1237668603 71.7248458269 138.407995
667 667.000000 6.6180344141 65.1081521000 71.7261865141 138.763508
668 668.000000 6.6591692739 65.0674051895 71.7265744634 139.626002
669 669.000000 6.7302317279 64.9954450995 71.7256768274 141.116003
670 670.000000 6.8177684007 64.9064148762 71.7241832768 142.951426
671 671.000000 6.8995632876 64.8238402265 71.7234035141 144.666459
672 672.000000 6.9636059846 64.7605792502 71.7241852348 146.009273
673 673.000000 7.0194601501 64.7063741610 71.7258343111 147.180394
674 674.000000 7.0883108076 64.6382261226 71.7265369302 148.624019
675 675.000000 7.1789605253 64.5464253465 71.7253858718 150.524715
676 676.000000 7.2763224547 64.4472157955 71.7235382501 152.566150
677 677.000000 7.3567931239 64.3660527668 71.7228458907 154.253417
678 678.000000 7.4129918033 64.3108461563 71.7238379596 155.431762
679 679.000000 7.4611711998 64.2642764153 71.7254476151 156.441962
680 680.000000 7.5261770505 64.2000443876 71.7262214382 157.804971
681 681.000000 7.6200001824 64.1055025900 71.7255027724 159.772206
682 682.000000 7.7318295540 63.9920671348 71.7238966888 162.116986
683 683.000000 7.8371110565 63.8857894377 71.7229004942 164.324474
684 684.000000 7.9192572922 63.8043660890 71.7236233812 166.046873
685 685.000000 7.9849555493 63.7404381108 71.7253936601 167.424400
686 686.000000 8.0551924724 63.6709503583 71.7261428306 168.897092
687 687.000000 8.1388245831 63.5859931941 71.7248177772 170.650646
688 688.000000 8.2197211435 63.5030650689 71.7227862124 172.346843
689 689.000000 8.2745636285 63.4475956519 71.7221592804 173.496752
690 690.000000 8.3001458841 63.4232595718 71.7234054558 174.033147
691 691.000000 8.3191344693 63.4060305003 71.7251649696 174.431290
692 692.000000 8.3603507051 63.3654409718 71.7257916769 175.295491
693 693.000000 8.4342259362 63.2905027863 71.7247287225 176.844468
694 694.000000 8.5242613122 63.1986555183 71.7229168305 178.732283
695 695.000000 8.6010610295 63.1210599472 71.7221209768 180.342580
696 696.000000 8.6480255883 63.0752417911 71.7232673794 181.327308
697 697.000000 8.6747523717 63.0503740816 71.7251264532 181.887702
698 698.000000 8.7018175784 63.0236153641 71.7254329425 182.455191
699 699.000000 8.7327438379 62.9909617116 71.7237055495 183.103637
700 700.000000 8.7483310833 62.9735890836 71.7219201668 183.430462
701 701.000000 8.7313546508 62.9906506546 71.7220053054 183.074509
702 702.000000 8.6905932872 63.0331334363 71.7237267235 182.219846
703 703.000000 8.6564531343 63.0688402187 71.7252933530 181.504013
704 704.000000 8.6547689684 63.0704544159 71.7252233842 181.468700
705 705.000000 8.6846941838 63.0388551314 71.7235493153 182.096156
706 706.000000 8.7193053556 63.0025190421 71.7218243977 182.821866
707 707.000000 8.7288400851 62.9930262350 71.7218663201 183.021785
708 708.000000 8.7071100893 63.0166796937 71.7237897830 182.566162
709 709.000000 8.6740901895 63.0513817194 71.7254719088 181.873817
710 710.000000 8.6493289746 63.0756056882 71.7249346627 181.354637
711 711.000000 8.6272418601 63.0956645681 71.7229064282 180.891526
712 712.000000 8.5859002950 63.1359329108 71.7218332058 180.024698
713 713.000000 8.5173998821 63.2054267197 71.7228266019 178.588416
714 714.000000 8.4415509398 63.2831392420 71.7246901818 176.998055
715 715.000000 8.3887514284 63.3367574419 71.7255088704 175.890983
716 716.000000 8.3722034496 63.3522508216 71.7244542712 175.544013
717 717.000000 8.3757468468 63.3466815449 71.7224283917 175.618309
718 718.000000 8.3675665319 63.3538213814 71.7213879133 175.446789
719 719.000000 8.3288766839 63.3936528586 71.7225295426 174.635560
720 720.000000 8.2709530740 63.4537645349 71.7247176089 173.421048
721 721.000000 8.2204144730 63.5050505197 71.7254649927 172.361381
722 722.000000 8.1871878050 63.5367793270 71.7239671321 171.664701
723 723.000000 8.1538565216 63.5682526239 71.7221091455 170.965828
724 724.000000 8.0991598562 63.6228175172 71.7219773735 169.818977
725 725.000000 8.0249543444 63.6985573870 71.7235117314 168.263074
726 726.000000 7.9555649398 63.7694275238 71.7249924636 166.808153
727 727.000000 7.9137989418 63.8111388209 71.7249377628 165.932425
728 728.000000 7.8994061756 63.8239114700 71.7233176456 165.630645
729 729.000000 7.8887597133 63.8327908529 71.7215505662 165.407416
730 730.000000 7.8558915026 63.8654823040 71.7213738066 164.718252
731 731.000000 7.7972087219 63.9258696944 71.7230784164 163.487822
732 732.000000 7.7351192418 63.9897356783 71.7248549201 162.185962
733 733.000000 7.6935535719 64.0311407035 71.7246942754 161.314435
734 734.000000 7.6713993753 64.0514525422 71.7228519175 160.849917
735 735.000000 7.6453618023 64.0760919096 71.7214537119 160.303975
736 736.000000 7.5976594514 64.1242117003 71.7218711518 159.303777
737 737.000000 7.5350579021 64.1883891096 71.7234470117 157.991180
738 738.000000 7.4807700025 64.2437930397 71.7245630422 156.852900
739 739.000000 7.4517369113 64.2724625126 71.7241994239 156.244149
740 740.000000 7.4435453691 64.2790946281 71.7226399973 156.072393
741 741.000000 7.4345921853 64.2866452159 71.7212374012 155.884667
742 742.000000 7.4058908175 64.3154705097 71.7213613271 155.282872
743 743.000000 7.3601369959 64.3628594399 71.7229964358 154.323529
744 744.000000 7.3206678691 64.4037831448 71.7244510139 153.495961
745 745.000000 7.3081276551 64.4159821180 71.7241097731 153.233025
746 746.000000 7.3188851854 64.4034766056 71.7223617910 153.458583
747 747.000000 7.3300184179 64.3910645833 71.7210830011 153.692019
748 748.000000 7.3244350469 64.3970053678 71.7214404147 153.574949
749 749.000000 7.3075795296 64.4153065969 71.7228861265 153.221532
750 750.000000 7.3007901079 64.4232411589 71.7240312667 153.079175
751 751.000000 7.3216235564 64.4022924792 71.7239160356 153.516000
752 752.000000 7.3694561274 64.3531754318 71.7226315592 154.518928
753 753.000000 7.4267025754 64.2945353135 71.7212378889 155.719242
754 754.000000 7.4744278272 64.2465928097 71.7210206369 156.719920
755 755.000000 7.5104166636 64.2118576828 71.7222743464 157.474515
756 756.000000 7.5524972410 64.1712106783 71.7237079193 158.356839
757 757.000000 7.6205912666 64.1030547082 71.7236459748 159.784599
758 758.000000 7.7145843296 64.0074048578 71.7219891874 161.755397
759 759.000000 7.8132748457 63.9070843385 71.7203591842 163.824688
760 760.000000 7.8960714960 63.8241419752 71.7202134712 165.560726
761 761.000000 7.9630824786 63.7583530668 71.7214355454 166.965777
762 762.000000 8.0340027846 63.6887599609 71.7227627455 168.452797
763 763.000000 8.1300979028 63.5929246178 71.7230225207 170.467670
764 764.000000 8.2565829339 63.4653810228 71.7219639567 173.119742
765 765.000000 8.3986331664 63.3217819580 71.7204151244 176.098178
766 766.000000 8.5336570839 63.1860859809 71.7197430648 178.929289
767 767.000000 8.6509095235 63.0697234811 71.7206330046 181.387777
768 768.000000 8.7607741717 62.9613318628 71.7221060345 183.691362
769 769.000000 8.8817079302 62.8406004607 71.7223083909 186.227038
770 770.000000 9.0166192271 62.7040652358 71.7206844629 189.055788
771 771.000000 9.1463841867 62.5723512878 71.7187354746 191.776633
772 772.000000 9.2495395732 62.4687029862 71.7182425595 193.939541
773 773.000000 9.3255541181 62.3938371242 71.7193912423 195.533375
774 774.000000 9.3968389605 62.3240540203 71.7208929808 197.028038
775 775.000000 9.4898127345 62.2315312211 71.7213439556 198.977464
776 776.000000 9.6136047153 62.1066951165 71.7202998318 201.573070
777 777.000000 9.7530072916 61.9655566804 71.7185639721 204.495991
778 778.000000 9.8804452087 61.8371990332 71.7176442419 207.168043
779 779.000000 9.9781057703 61.7402966305 71.7184024008 209.215739
780 780.000000 10.0506702814 61.6692217816 71.7198920630 210.737234
781 781.000000 10.1140614874 61.6060757696 71.7201372571 212.066388
782 782.000000 10.1713926143 61.5471202447 71.7185128590 213.268477
783 783.000000 10.2057821927 61.5108258152 71.7166080079 213.989540
784 784.000000 10.2002268881 61.5160545078 71.7162813958 213.873059
785 785.000000 10.1604406178 61.5571927165 71.7176333343 213.038841
786 786.000000 10.1145240069 61.6046793980 71.7192034049 212.076086
787 787.000000 10.0910017199 61.6284950057 71.7194967256 211.582882
788 788.000000 10.0961725112 61.6219897895 71.7181623007 211.691301
789 789.000000 10.1088720747 61.6074054581 71.7162775328 211.957579
790 790.000000 10.0970609819 61.6185625552 71.7156235371 211.709930
791 791.000000 10.0443567764 61.6726524789 71.7170092553 210.604855
792 792.000000 9.9624656576 61.7565863437 71.7190520012 208.887805
793 793.000000 9.8744503730 61.8450219079 71.7194722808 207.042346
794 794.000000 9.7865178273 61.9313974659 71.7179152932 205.198622
795 795.000000 9.6833734383 62.0330328318 71.7164062701 203.035944
796 796.000000 9.5528158750 62.1639208499 71.7167367249 200.298481
797 797.000000 9.4075356520 62.3109555096 71.7184911616 197.252321
798 798.000000 9.2782297834 62.4415886096 71.7198183930 194.541103
799 799.000000 9.1868565101 62.5324895734 71.7193460835 192.625235
800 800.000000 9.1267321723 62.5906316109 71.7173637833 191.364579
801 801.000000 9.0675069609 62.6481926643 71.7156996252 190.122776
802 802.000000 8.9824552632 62.7337129088 71.7161681719 188.339456
803 803.000000 8.8743166287 62.8441314369 71.7184480656 186.072061
804 804.000000 8.7711874808 62.9488015679 71.7199890488 183.909703
805 805.000000 8.6934017070 63.0256069330 71.7190086400 182.278731
806 806.000000 8.6304283940 63.0863941175 71.7168225115 180.958340
807 807.000000 8.5569598996 63.1590778970 71.7160377967 179.417890
808 808.000000 8.4662472806 63.2510891488 71.7173364294 177.515875
809 809.000000 8.3793957008 63.3396816522 71.7190773530 175.694816
810 810.000000 8.3230538419 63.3962774232 71.7193312651 174.513470
811 811.000000 8.3020058258 63.4156752011 71.7176810269 174.072146
812 812.000000 8.2933752159 63.4221960114 71.7155712272 173.891184
813 813.000000 8.2679538485 63.4471594999 71.7151133484 173.358162
814 814.000000 8.2199066306 63.4969733245 71.7168799550 172.350733
815 815.000000 8.1737824145 63.5450761260 71.7188585405 171.383624
816 816.000000 8.1570365887 63.5615870384 71.7186236272 171.032506
817 817.000000 8.1680301546 63.5484101618 71.7164403164 171.263014
818 818.000000 8.1790567529 63.5357988099 71.7148555628 171.494213
819 819.000000 8.1696128207 63.5458218545 71.7154346751 171.296198
820 820.000000 8.1483198885 63.5689149945 71.7172348830 170.849739
821 821.000000 8.1412975953 63.5769587441 71.7182563395 170.702499
822 822.000000 8.1642832789 63.5531545075 71.7174377864 171.184451
823 823.000000 8.2070800716 63.5083758622 71.7154559339 172.081792
824 824.000000 8.2433618280 63.4707991412 71.7141609691 172.842529
825 825.000000 8.2570288449 63.4578721513 71.7149009962 173.129092
826 826.000000 8.2601528485 63.4567358719 71.7168887204 173.194594
827 827.000000 8.2812407379 63.4365251538 71.7177658917 173.636754
828 828.000000 8.3334899317 63.3829034339 71.7163933656 174.732288
829 829.000000 8.3997261606 63.3145601655 71.7142863261 176.121095
830 830.000000 8.4522468176 63.2613904585 71.7136372761 177.222321
831 831.000000 8.4826544153 63.2321740421 71.7148284574 177.859892
832 832.000000 8.5084375608 63.2080042677 71.7164418285 178.400499
833 833.000000 8.5539508934 63.1629790908 71.7169299842 179.354799
834 834.000000 8.6278994284 63.0879781457 71.7158775741 180.905314
835 835.000000 8.7167508058 62.9974512308 71.7142020366 182.768303
836 836.000000 8.7979866710 62.9154576290 71.7134443000 184.471615
837 837.000000 8.8620050939 62.8523831294 71.7143882233 185.813920
838 838.000000 8.9224755683 62.7935569615 71.7160325298 187.081833
839 839.000000 9.0023257856 62.7141138556 71.7164396412 188.756091
840 840.000000 9.1081332883 62.6068429790 71.7149762673 190.974608
841 841.000000 9.2220389665 62.4910494706 71.7130884371 193.362923
842 842.000000 9.3208708087 62.3916652508 71.7125360595 195.435178
843 843.000000 9.3999910826 62.3135625939 71.7135536766 197.094130
844 844.000000 9.4770844702 62.2378938068 71.7149782770 198.710584
