step time_fs KE_kcal_mol PE_kcal_mol TE_kcal_mol T_K
422 422.000000 24.1914314468 75.7810911726 99.9725226194 507.233369
423 423.000000 24.2491522215 75.7159198088 99.9650720303 508.443628
424 424.000000 24.2724899809 75.6895173344 99.9620073153 508.932962
425 425.000000 24.2214084617 75.7471724861 99.9685809478 507.861911
426 426.000000 24.1757667495 75.7983419857 99.9741087352 506.904919
427 427.000000 24.2025927696 75.7665266463 99.9691194159 507.467393
428 428.000000 24.2422519824 75.7197402673 99.9619922497 508.298947
429 429.000000 24.2092424233 75.7549791275 99.9642215508 507.606820
430 430.000000 24.1343968203 75.8373371741 99.9717339943 506.037496
431 431.000000 24.1164996006 75.8563541204 99.9728537210 505.662237
432 432.000000 24.1708848197 75.7949878195 99.9658726392 506.802558
433 433.000000 24.2066339253 75.7547852125 99.9614191378 507.552126
434 434.000000 24.1654847895 75.8013944993 99.9668792888 506.689333
435 435.000000 24.1130697336 75.8604534166 99.9735231502 505.590321
436 436.000000 24.1295790700 75.8404524153 99.9700314854 505.936480
437 437.000000 24.1735380926 75.7887129131 99.9622510056 506.858190
438 438.000000 24.1519962478 75.8108821206 99.9628783684 506.406512
439 439.000000 24.0762101957 75.8941699963 99.9703801919 504.817469
440 440.000000 24.0451625671 75.9278190381 99.9729816051 504.166479
441 441.000000 24.0937641831 75.8729963428 99.9667605259 505.185532
442 442.000000 24.1406553705 75.8204658904 99.9611212609 506.168722
443 443.000000 24.1117967661 75.8534248251 99.9652215912 505.563630
444 444.000000 24.0553705028 75.9172954078 99.9726659107 504.380513
445 445.000000 24.0607791398 75.9100694913 99.9708486311 504.493919
446 446.000000 24.1066803635 75.8560880614 99.9627684248 505.456352
447 447.000000 24.0969842089 75.8647492410 99.9617334499 505.253048
448 448.000000 24.0228195037 75.9460782194 99.9688977231 503.698001
449 449.000000 23.9792890863 75.9935941843 99.9728832706 502.785278
450 450.000000 24.0197092702 75.9479757828 99.9676850530 503.632787
451 451.000000 24.0758520505 75.8852613035 99.9611133540 504.809960
452 452.000000 24.0610595798 75.9026077253 99.9636673051 504.499799
453 453.000000 24.0035775468 75.9679765373 99.9715540841 503.294546
454 454.000000 23.9975513770 75.9739620878 99.9715134648 503.168192
455 455.000000 24.0428229585 75.9206930314 99.9635159900 504.117423
456 456.000000 24.0447353744 75.9160955170 99.9608308915 504.157522
457 457.000000 23.9745977322 75.9927326662 99.9673303984 502.686912
458 458.000000 23.9195688561 76.0529748503 99.9725437064 501.533095
459 459.000000 23.9494202009 76.0191739029 99.9685941038 502.159003
460 460.000000 24.0121850193 75.9491994518 99.9613844711 503.475023
461 461.000000 24.0123670391 75.9499066680 99.9622737071 503.478839
462 462.000000 23.9566711292 76.0135459926 99.9702171218 502.311036
463 463.000000 23.9391980735 76.0327750540 99.9719731276 501.944670
464 464.000000 23.9810314867 75.9834238165 99.9644553032 502.821812
465 465.000000 23.9935981447 75.9666129095 99.9602110542 503.085303
466 466.000000 23.9295803975 76.0361507248 99.9657311223 501.743012
467 467.000000 23.8642686812 76.1076896907 99.9719583719 500.373590
468 468.000000 23.8811556469 76.0882806844 99.9694363313 500.727667
469 469.000000 23.9470752759 76.0148388323 99.9619141082 502.109835
470 470.000000 23.9619858202 75.9991102581 99.9610960783 502.422472
471 471.000000 23.9104752112 76.0582242217 99.9686994330 501.342424
472 472.000000 23.8817418658 76.0904411315 99.9721829973 500.739958
473 473.000000 23.9171331896 76.0484049052 99.9655380948 501.482025
474 474.000000 23.9386759953 76.0212331882 99.9599091835 501.933724
475 475.000000 23.8825116081 76.0816522926 99.9641639006 500.756098
476 476.000000 23.8084312701 76.1627060516 99.9711373217 499.202820
477 477.000000 23.8101405081 76.1600239057 99.9701644138 499.238658
478 478.000000 23.8750479258 76.0876254017 99.9626733275 500.599603
479 479.000000 23.9032179971 76.0569702295 99.9601882266 501.190259
480 480.000000 23.8577092265 76.1093555903 99.9670648169 500.236054
481 481.000000 23.8181908148 76.1539216015 99.9721124163 499.407453
482 482.000000 23.8442523614 76.1224526908 99.9667050522 499.953898
483 483.000000 23.8726405867 76.0873093854 99.9599499721 500.549127
484 484.000000 23.8259168110 76.1367859627 99.9627027738 499.569448
485 485.000000 23.7452533610 76.2248551469 99.9701085079 497.878138
486 486.000000 23.7303538090 76.2403840404 99.9707378494 497.565732
487 487.000000 23.7900117237 76.1736119770 99.9636237007 498.816608
488 488.000000 23.8291664864 76.1304321438 99.9595986301 499.637585
489 489.000000 23.7911621527 76.1742351323 99.9653972850 498.840730
490 490.000000 23.7420716600 76.2296784528 99.9717501127 497.811426
491 491.000000 23.7567016730 76.2111816057 99.9678832787 498.118181
492 492.000000 23.7899232699 76.1704120660 99.9603353359 498.814754
493 493.000000 23.7544792028 76.2069425751 99.9614217780 498.071581
494 494.000000 23.6706085881 76.2983058898 99.9689144778 496.313025
495 495.000000 23.6392843676 76.3318375163 99.9711218840 495.656235
496 496.000000 23.6903685708 76.2743432845 99.9647118553 496.727343
497 497.000000 23.7382186039 76.2211384430 99.9593570469 497.730637
498 498.000000 23.7094061194 76.2543833307 99.9637894500 497.126512
499 499.000000 23.6531841844 76.3179202939 99.9711044782 495.947680
500 500.000000 23.6556796770 76.3133067462 99.9689864232 496.000004
501 501.000000 23.6922666580 76.2687649679 99.9610316259 496.767141
502 502.000000 23.6702632818 76.2901145195 99.9603778013 496.305785
503 503.000000 23.5877753267 76.3798266117 99.9676019383 494.576221
504 504.000000 23.5421451953 76.4291389450 99.9712841403 493.619472
505 505.000000 23.5828293532 76.3830359113 99.9658652644 494.472516
506 506.000000 23.6375541450 76.3219045366 99.9594586816 495.619957
507 507.000000 23.6198966331 76.3424246302 99.9623212633 495.249724
508 508.000000 23.5600711704 76.4101278782 99.9701990486 493.995334
509 509.000000 23.5510180087 76.4189070588 99.9699250675 493.805512
510 510.000000 23.5897906982 76.3721809692 99.9619716675 494.618478
511 511.000000 23.5830476138 76.3765533749 99.9596009887 494.477092
512 512.000000 23.5068637115 76.4593507359 99.9662144474 492.879708
513 513.000000 23.4502873752 76.5209096959 99.9711970710 491.693445
514 514.000000 23.4798875170 76.4871125392 99.9670000562 492.314085
515 515.000000 23.5398601185 76.4200032164 99.9598633349 493.571559
516 516.000000 23.5350236954 76.4260229745 99.9610466699 493.470152
517 517.000000 23.4753630718 76.4937055936 99.9690686654 492.219219
518 518.000000 23.4558610318 76.5147631576 99.9706241894 491.810310
519 519.000000 23.4952332851 76.4678397376 99.9630730226 492.635847
520 520.000000 23.5042987893 76.4548009399 99.9590997293 492.825928
521 521.000000 23.4384797497 76.5263135707 99.9647933204 491.445869
522 522.000000 23.3744290135 76.5964164633 99.9708454768 490.102886
523 523.000000 23.3925971297 76.5754398774 99.9680370071 490.483826
524 524.000000 23.4558108226 76.5046996804 99.9605105030 491.809257
525 525.000000 23.4645024499 76.4954931383 99.9599955882 491.991499
526 526.000000 23.4081985242 76.5595581148 99.9677566389 490.810948
527 527.000000 23.3792095927 76.5918230983 99.9710326910 490.203123
528 528.000000 23.4168193175 76.5474348157 99.9642541332 490.991704
529 529.000000 23.4405744672 76.5182947516 99.9588692188 491.489790
530 530.000000 23.3877013120 76.5756782575 99.9633795695 490.381173
531 531.000000 23.3190939466 76.6511354737 99.9702294203 488.942649
532 532.000000 23.3253603619 76.6435508200 99.9689111819 489.074040
533 533.000000 23.3892073255 76.5721268952 99.9613342207 490.412750
534 534.000000 23.4109803983 76.5482013234 99.9591817217 490.869276
535 535.000000 23.3603898943 76.6059213536 99.9663112479 489.808521
536 536.000000 23.3226520680 76.6484691638 99.9711212318 489.017254
537 537.000000 23.3555868384 76.6098522573 99.9654390957 489.707813
538 538.000000 23.3915289260 76.5673665766 99.9588955026 490.461428
539 539.000000 23.3527980765 76.6092153562 99.9620134327 489.649340
540 540.000000 23.2819762483 76.6873855093 99.9693617577 488.164384
541 541.000000 23.2758104447 76.6937622682 99.9695727129 488.035103
542 542.000000 23.3372895617 76.6249805288 99.9622700904 489.324165
543 543.000000 23.3707717920 76.5878369059 99.9586086979 490.026203
544 544.000000 23.3275806448 76.6372029106 99.9647835554 489.120594
545 545.000000 23.2818793338 76.6889983784 99.9708777122 488.162352
546 546.000000 23.3071918153 76.6593659127 99.9665577280 488.693091
547 547.000000 23.3520060431 76.6071511303 99.9591571734 489.632733
548 548.000000 23.3276336166 76.6331005215 99.9607341381 489.121704
549 549.000000 23.2566333634 76.7116326166 99.9682659800 487.633008
550 550.000000 23.2377320506 76.7322534211 99.9699854717 487.236695
551 551.000000 23.2938140026 76.6694439822 99.9632579849 488.412592
552 552.000000 23.3370544761 76.6212194148 99.9582738909 489.319236
553 553.000000 23.3025269806 76.6607003350 99.9632273156 488.595282
554 554.000000 23.2499813261 76.7203246422 99.9703059683 487.493532
555 555.000000 23.2651566314 76.7023902114 99.9675468428 487.811719
556 556.000000 23.3152307305 76.6443964278 99.9596271583 488.861647
557 557.000000 23.3048186046 76.6547619457 99.9595805503 488.643331
558 558.000000 23.2356109624 76.7313650594 99.9669760218 487.192221
559 559.000000 23.2041493166 76.7659776323 99.9701269489 486.532550
560 560.000000 23.2520862367 76.7121574510 99.9642436877 487.537666
561 561.000000 23.3028315683 76.6553389569 99.9581705253 488.601668
562 562.000000 23.2779619434 76.6837371200 99.9616990634 488.080215
563 563.000000 23.2201633434 76.7492629158 99.9694262592 486.868324
564 564.000000 23.2234052554 76.7449474836 99.9683527390 486.936298
565 565.000000 23.2751720277 76.6851022325 99.9602742602 488.021717
566 566.000000 23.2779212670 76.6806698798 99.9585911467 488.079362
567 567.000000 23.2125114961 76.7530247044 99.9655362005 486.707884
568 568.000000 23.1692623554 76.8007261631 99.9699885185 485.801058
569 569.000000 23.2067768819 76.7584030163 99.9651798982 486.587643
570 570.000000 23.2626364778 76.6956517496 99.9582882274 487.758878
571 571.000000 23.2481796053 76.7120771218 99.9602567271 487.455754
572 572.000000 23.1871742997 76.7811006159 99.9682749156 486.176626
573 573.000000 23.1775186035 76.7914146410 99.9689332445 485.974171
574 574.000000 23.2276474932 76.7334162750 99.9610637681 487.025247
575 575.000000 23.2424412086 76.7153611711 99.9578023797 487.335434
576 576.000000 23.1828393910 76.7811604095 99.9639998005 486.085734
577 577.000000 23.1291694633 76.8404053979 99.9695748612 484.960411
578 578.000000 23.1545392946 76.8114870345 99.9660263291 485.492353
579 579.000000 23.2130689635 76.7455434019 99.9586123654 486.719572
580 580.000000 23.2094928434 76.7494637560 99.9589565994 486.644590
581 581.000000 23.1476591477 76.8192430147 99.9669021624 485.348093
582 582.000000 23.1249673167 76.8442912472 99.9692585639 484.872303
583 583.000000 23.1704619801 76.7914952753 99.9619572554 485.826211
584 584.000000 23.1958766805 76.7613690359 99.9572457164 486.359093
585 585.000000 23.1439918023 76.8184343929 99.9624261951 485.271198
586 586.000000 23.0817767641 76.8871255703 99.9689023344 483.966706
587 587.000000 23.0938524212 76.8728966446 99.9667490658 484.219902
588 588.000000 23.1525977677 76.8065250944 99.9591228621 485.451644
589 589.000000 23.1600078459 76.7978416329 99.9578494788 485.607014
590 590.000000 23.0998830048 76.8654854944 99.9653684992 484.346348
591 591.000000 23.0647673892 76.9045437580 99.9693111473 483.610062
592 592.000000 23.1030180911 76.8598941343 99.9629122253 484.412083
593 593.000000 23.1373152040 76.8196290700 99.9569442740 485.131207
594 594.000000 23.0948220123 76.8660551883 99.9608772006 484.240232
595 595.000000 23.0263208195 76.9416759673 99.9679967868 482.803934
596 596.000000 23.0245094951 76.9428102228 99.9673197179 482.765955
597 597.000000 23.0810407931 76.8787524457 99.9597932388 483.951274
598 598.000000 23.0991134047 76.8578635926 99.9569769973 484.330211
599 599.000000 23.0432115312 76.9205289724 99.9637405036 483.158090
600 600.000000 22.9969282033 76.9721569346 99.9690851379 482.187645
601 601.000000 23.0257497014 76.9381325948 99.9638822962 482.791959
602 602.000000 23.0668807592 76.8900292124 99.9569099716 483.654374
603 603.000000 23.0350943142 76.9243191446 99.9594134589 482.987892
604 604.000000 22.9628117221 77.0040797116 99.9668914337 481.472308
605 605.000000 22.9470488970 77.0206659897 99.9677148867 481.141802
606 606.000000 22.9990059540 76.9615844918 99.9605904458 482.231210
607 607.000000 23.0269530466 76.9294158567 99.9563689033 482.817190
608 608.000000 22.9776010751 76.9844857452 99.9620868203 481.782404
609 609.000000 22.9219328875 77.0466529570 99.9685858446 480.615182
610 610.000000 22.9396034887 77.0252148488 99.9648183375 480.985690
611 611.000000 22.9852469135 76.9718948904 99.9571418039 481.942718
612 612.000000 22.9650267961 76.9930646036 99.9580913997 481.518753
613 613.000000 22.8915830652 77.0740421248 99.9656251901 479.978823
614 614.000000 22.8623047156 77.1056115223 99.9679162379 479.364930
615 615.000000 22.9074607875 77.0540149107 99.9614756982 480.311739
616 616.000000 22.9440374785 77.0120041898 99.9560416683 481.078660
617 617.000000 22.9032462070 77.0572285723 99.9604747793 480.223370
618 618.000000 22.8403906090 77.1274387962 99.9678294052 478.905446
619 619.000000 22.8456996166 77.1199709884 99.9656706050 479.016763
620 620.000000 22.8933375647 77.0642878908 99.9576254555 480.015610
621 621.000000 22.8850357395 77.0719252486 99.9569609881 479.841542
622 622.000000 22.8130568810 77.1511846652 99.9642415462 478.332327
623 623.000000 22.7711806464 77.1967305215 99.9679111680 477.454288
624 624.000000 22.8075298353 77.1548763820 99.9624062173 478.216438
625 625.000000 22.8510907271 77.1049076750 99.9559984021 479.129801
626 626.000000 22.8204727800 77.1384949741 99.9589677542 478.487819
627 627.000000 22.7529455536 77.2138969840 99.9668425377 477.071944
628 628.000000 22.7452528332 77.2211387720 99.9663916052 476.910647
629 629.000000 22.7922915730 77.1660425659 99.9583341389 477.896931
630 630.000000 22.7957534058 77.1603107695 99.9560641753 477.969516
631 631.000000 22.7277923987 77.2349954004 99.9627877991 476.544545
632 632.000000 22.6747138889 77.2929799234 99.9676938123 475.431623
633 633.000000 22.7005839169 77.2627536128 99.9633375297 475.974052
634 634.000000 22.7491903179 77.2070394560 99.9562297739 476.993206
635 635.000000 22.7299327605 77.2276903569 99.9576231173 476.589423
636 636.000000 22.6604961230 77.3051659574 99.9656620805 475.133512
637 637.000000 22.6398046754 77.3271345207 99.9669391961 474.699664
638 638.000000 22.6837371160 77.2754931803 99.9592302963 475.620817
639 639.000000 22.6983596710 77.2570740986 99.9554337696 475.927415
640 640.000000 22.6368545378 77.3244597346 99.9613142723 474.637808
641 641.000000 22.5744605745 77.3928053994 99.9672659739 473.329563
642 642.000000 22.5886477208 77.3755781078 99.9642258286 473.627032
643 643.000000 22.6402211980 77.3164942586 99.9567154567 474.708398
644 644.000000 22.6331127389 77.3233777466 99.9564904855 474.559351
645 645.000000 22.5647292347 77.3996046978 99.9643339324 473.125522
646 646.000000 22.5317644652 77.4355148612 99.9672793265 472.434333
647 647.000000 22.5703638805 77.3899037935 99.9602676740 473.243666
648 648.000000 22.5952047387 77.3598876203 99.9550923590 473.764516
649 649.000000 22.5424687483 77.4174043417 99.9598730901 472.658775
650 650.000000 22.4731585746 77.4934789308 99.9666375054 471.205516
651 651.000000 22.4750698551 77.4899600230 99.9650298781 471.245590
652 652.000000 22.5275741045 77.4298514644 99.9574255689 472.346472
653 653.000000 22.5330718885 77.4225380281 99.9556099166 472.461747
654 654.000000 22.4688709859 77.4940400531 99.9629110389 471.115616
655 655.000000 22.4251459537 77.5422419008 99.9673878545 470.198812
656 656.000000 22.4566633421 77.5047299460 99.9613932882 470.859652
657 657.000000 22.4905750085 77.4644759626 99.9550509711 471.570694
658 658.000000 22.4487963853 77.5097197758 99.9585161611 470.694702
659 659.000000 22.3754841196 77.5903416587 99.9658257783 469.157528
660 660.000000 22.3652535066 77.6004585653 99.9657120719 468.943018
661 661.000000 22.4168670483 77.5414546660 99.9583217143 470.025224
662 662.000000 22.4351674158 77.5198424362 99.9550098520 470.408937
663 663.000000 22.3783918838 77.5830583981 99.9614502819 469.218497
664 664.000000 22.3262190846 77.6410320314 99.9672511160 468.124565
665 665.000000 22.3495367737 77.6130122299 99.9625490036 468.613478
666 666.000000 22.3912810081 77.5640263919 99.9553074000 469.488749
667 667.000000 22.3624899528 77.5948023580 99.9572923108 468.885073
668 668.000000 22.2885433951 77.6763107779 99.9648541730 467.334600
669 669.000000 22.2670715391 77.6991670528 99.9662385919 466.884390
670 670.000000 22.3162967307 77.6430608274 99.9593575581 467.916518
671 671.000000 22.3473575385 77.6073473899 99.9547049283 468.567785
672 672.000000 22.3012419881 77.6587665409 99.9600085290 467.600858
673 673.000000 22.2436405725 77.7232247678 99.9668653404 466.393101
674 674.000000 22.2583240323 77.7053488037 99.9636728360 466.700977
675 675.000000 22.3066105540 77.6492339923 99.9558445463 467.713423
676 676.000000 22.2925644160 77.6636795399 99.9562439559 467.418911
677 677.000000 22.2216318417 77.7421181400 99.9637499817 465.931634
678 678.000000 22.1904982764 77.7760808065 99.9665790829 465.278841
679 679.000000 22.2361541876 77.7243251580 99.9604793456 466.236131
680 680.000000 22.2796205960 77.6750736260 99.9546942220 467.147512
681 681.000000 22.2471627370 77.7114758400 99.9586385770 466.466952
682 682.000000 22.1876234348 77.7786120750 99.9662355098 465.218563
683 683.000000 22.1938300078 77.7708705207 99.9647005286 465.348699
684 684.000000 22.2472432625 77.7093862746 99.9566295371 466.468641
685 685.000000 22.2492043928 77.7061997592 99.9554041520 466.509761
686 686.000000 22.1849098707 77.7776326526 99.9625425233 465.161666
687 687.000000 22.1461401335 77.8205665147 99.9667066482 464.348763
688 688.000000 22.1872241696 77.7744029516 99.9616271212 465.210192
689 689.000000 22.2422503910 77.7127103823 99.9549607733 466.363953
690 690.000000 22.2258803983 77.7315056038 99.9573860020 466.020715
691 691.000000 22.1680009069 77.7973736189 99.9653745258 464.807128
692 692.000000 22.1662584852 77.7993096384 99.9655681236 464.770594
693 693.000000 22.2230926123 77.7345218878 99.9576145001 465.962262
694 694.000000 22.2415333472 77.7132615801 99.9547949273 466.348918
695 695.000000 22.1870851795 77.7741771128 99.9612622923 465.207277
696 696.000000 22.1428224419 77.8237764874 99.9665989292 464.279199
697 697.000000 22.1782947636 77.7844425409 99.9627373045 465.022964
698 698.000000 22.2433242011 77.7121488285 99.9554730296 466.386468
699 699.000000 22.2445484959 77.7117391739 99.9562876697 466.412138
700 700.000000 22.1916251436 77.7726781217 99.9643032652 465.302469
701 701.000000 22.1825671955 77.7836486704 99.9662158660 465.112546
702 702.000000 22.2406604859 77.7180788954 99.9587393814 466.330616
703 703.000000 22.2749992493 77.6794280540 99.9544273032 467.050614
704 704.000000 22.2328246268 77.7271167600 99.9599413868 466.166318
705 705.000000 22.1850216295 77.7812187706 99.9662404001 465.164010
706 706.000000 22.2136288772 77.7501177202 99.9637465974 465.763832
707 707.000000 22.2862522940 77.6699357912 99.9561880852 467.286562
708 708.000000 22.3053996532 77.6499722123 99.9553718655 467.688034
709 709.000000 22.2601083059 77.7029430248 99.9630513307 466.738388
710 710.000000 22.2442930499 77.7222998934 99.9665929432 466.406782
711 711.000000 22.3009860381 77.6589502711 99.9599363092 467.595491
712 712.000000 22.3494831755 77.6048193623 99.9543025378 468.612354
713 713.000000 22.3210195937 77.6375950156 99.9586146093 468.015544
714 714.000000 22.2712761585 77.6943489982 99.9656251567 466.972550
715 715.000000 22.2915314643 77.6730649111 99.9645963754 467.397253
716 716.000000 22.3685332208 77.5885225541 99.9570557749 469.011786
717 717.000000 22.4047113234 77.5499478873 99.9546592107 469.770349
718 718.000000 22.3689822875 77.5926753222 99.9616576097 469.021201
719 719.000000 22.3468871334 77.6197747857 99.9666619192 468.557922
720 720.000000 22.3991812508 77.5619531234 99.9611343742 469.654397
721 721.000000 22.4590661148 77.4953474712 99.9544135860 470.910032
722 722.000000 22.4447752381 77.5125449435 99.9573201816 470.610389
723 723.000000 22.3943744038 77.5703847068 99.9647591106 469.553610
724 724.000000 22.4047309875 77.5605054521 99.9652364395 469.770761
725 725.000000 22.4823461351 77.4756763269 99.9580224620 471.398156
726 726.000000 22.5336223308 77.4205410569 99.9541633877 472.473288
727 727.000000 22.5087151634 77.4514545928 99.9601697562 471.951048
728 728.000000 22.4808955930 77.4855062203 99.9664018133 471.367741
729 729.000000 22.5257830433 77.4364807779 99.9622638212 472.308918
730 730.000000 22.5935741813 77.3611718151 99.9547459964 473.730327
731 731.000000 22.5931336535 77.3629656853 99.9560993389 473.721091
732 732.000000 22.5432200309 77.4204408579 99.9636608888 472.674528
733 733.000000 22.5423674381 77.4232600387 99.9656274768 472.656651
734 734.000000 22.6166657596 77.3423681185 99.9590338782 474.214500
735 735.000000 22.6803811390 77.2735100905 99.9538912295 475.550451
736 736.000000 22.6670649878 77.2915773462 99.9586423340 475.271245
737 737.000000 22.6343730698 77.3314363868 99.9658094567 474.585777
738 738.000000 22.6692198664 77.2940394372 99.9632593036 475.316427
739 739.000000 22.7411168653 77.2141612608 99.9552781261 476.823926
740 740.000000 22.7536701380 77.2013246262 99.9549947642 477.087136
741 741.000000 22.7054476422 77.2569137933 99.9623614355 476.076032
742 742.000000 22.6926022732 77.2731399989 99.9657422720 475.806697
743 743.000000 22.7598667413 77.2001702970 99.9600370383 477.217064
744 744.000000 22.8329522404 77.1208900926 99.9538423330 478.749482
745 745.000000 22.8316664173 77.1254675515 99.9571339689 478.722522
746 746.000000 22.7954040509 77.1694953141 99.9648993650 477.962191
747 747.000000 22.8182572545 77.1458051175 99.9640623720 478.441365
748 748.000000 22.8904798936 77.0655011200 99.9559810136 479.955692
749 749.000000 22.9148304972 77.0392177539 99.9540482512 480.466263
750 750.000000 22.8696726452 77.0912300481 99.9609026933 479.519417
751 751.000000 22.8447592455 77.1208068218 99.9655660672 478.997045
752 752.000000 22.9017594732 77.0592220826 99.9609815558 480.192197
753 753.000000 22.9809623797 76.9730461766 99.9540085563 481.852882
754 754.000000 22.9918778459 76.9638261848 99.9557040308 482.081752
755 755.000000 22.9538128591 77.0098896936 99.9637025527 481.283625
756 756.000000 22.9635613490 77.0010621388 99.9646234878 481.488026
757 757.000000 23.0325731797 76.9242451097 99.9568182894 482.935030
758 758.000000 23.0672748741 76.8860231192 99.9532979933 483.662638
759 759.000000 23.0267095239 76.9326262019 99.9593357258 482.812084
760 760.000000 22.9904019509 76.9746944901 99.9650964410 482.050806
761 761.000000 23.0345370719 76.9272835803 99.9618206521 482.976208
762 762.000000 23.1165407960 76.8378328682 99.9543736642 484.695620
763 763.000000 23.1395174653 76.8148917806 99.9544092459 485.177383
764 764.000000 23.1017651734 76.8604994583 99.9622646317 484.385812
765 765.000000 23.0981567121 76.8667470524 99.9649037645 484.310152
766 766.000000 23.1607806107 76.7969657642 99.9577463749 485.623217
767 767.000000 23.2041424813 76.7486332711 99.9527757523 486.532406
768 768.000000 23.1697380494 76.7879804305 99.9577184799 485.811032
769 769.000000 23.1233901809 76.8409527732 99.9643429542 484.839234
770 770.000000 23.1527358353 76.8097762300 99.9625120653 485.454539
771 771.000000 23.2342130579 76.7207002018 99.9549132597 487.162911
772 772.000000 23.2687011624 76.6845993174 99.9533004798 487.886039
773 773.000000 23.2335236950 76.7271197326 99.9606434276 487.148456
774 774.000000 23.2170863869 76.7477901953 99.9648765822 486.803808
775 775.000000 23.2705593071 76.6881558527 99.9587151598 487.925000
776 776.000000 23.3206193818 76.6318846776 99.9525040594 488.974634
777 777.000000 23.2938293169 76.6622839391 99.9561132559 488.412913
778 778.000000 23.2393520563 76.7239746419 99.9633266981 487.270663
779 779.000000 23.2526680236 76.7103510048 99.9630190284 487.549865
780 780.000000 23.3303267663 76.6252683378 99.9555951041 489.178173
781 781.000000 23.3752770016 76.5771428248 99.9524198264 490.120666
782 782.000000 23.3448658816 76.6140403443 99.9589062259 489.483022
783 783.000000 23.3167909394 76.6477382198 99.9645291591 488.894361
784 784.000000 23.3588087697 76.6008605890 99.9596693587 489.775369
785 785.000000 23.4133294020 76.5391641970 99.9524935990 490.918529
786 786.000000 23.3953475092 76.5592363250 99.9545838341 490.541494
787 787.000000 23.3350790882 76.6270006512 99.9620797394 489.277817
788 788.000000 23.3318224561 76.6314889645 99.9633114206 489.209534
789 789.000000 23.4024925263 76.5538873844 99.9563799107 490.691307
790 790.000000 23.4563278184 76.4954702377 99.9517980561 491.820098
791 791.000000 23.4326227444 76.5245038288 99.9571265732 491.323062
792 792.000000 23.3946498853 76.5692141078 99.9638639931 490.526867
793 793.000000 23.4234336349 76.5371171115 99.9605507463 491.130389
794 794.000000 23.4799505225 76.4727904728 99.9527409953 492.315406
795 795.000000 23.4716070275 76.4815851030 99.9531921305 492.140464
796 796.000000 23.4081969794 76.5524472692 99.9606442486 490.810915
797 797.000000 23.3885549734 76.5748120779 99.9633670514 490.399072
798 798.000000 23.4493311056 76.5078915667 99.9572226724 491.673394
799 799.000000 23.5100043483 76.4414481152 99.9514524634 492.945559
800 800.000000 23.4945754378 76.4608049579 99.9553803957 492.622054
801 801.000000 23.4488955443 76.5140042398 99.9628997841 491.664262
802 802.000000 23.4632798470 76.4980215242 99.9613013711 491.965864
803 803.000000 23.5192066796 76.4340207289 99.9532274086 493.138509
804 804.000000 23.5209076178 76.4310867509 99.9519943688 493.174173
805 805.000000 23.4572051509 76.5018658387 99.9590709895 491.838493
806 806.000000 23.4221261795 76.5410466974 99.9631728769 491.102975
807 807.000000 23.4705454004 76.4875291692 99.9580745697 492.118204
808 808.000000 23.5356711438 76.4157141792 99.9513853229 493.483727
809 809.000000 23.5296618048 76.4240795087 99.9537413135 493.357727
810 810.000000 23.4788246172 76.4828466030 99.9616712202 492.291799
811 811.000000 23.4783405376 76.4835270650 99.9618676027 492.281649
812 812.000000 23.5311038361 76.4228147192 99.9539185552 493.387962
813 813.000000 23.5427964105 76.4082407298 99.9510371404 493.633126
814 814.000000 23.4817168102 76.4757001775 99.9574169876 492.352441
815 815.000000 23.4328956675 76.5298302226 99.9627258901 491.328784
816 816.000000 23.4670968083 76.4917886704 99.9588854787 492.045896
817 817.000000 23.5341142213 76.4174692124 99.9515834337 493.451082
818 818.000000 23.5382190237 76.4140565312 99.9522755549 493.537150
819 819.000000 23.4850202431 76.4752068916 99.9602271347 492.421705
820 820.000000 23.4699324152 76.4922720685 99.9622044837 492.105352
821 821.000000 23.5171000485 76.4376666238 99.9547666723 493.094338
822 822.000000 23.5382454928 76.4121086497 99.9503541425 493.537705
823 823.000000 23.4825971812 76.4731454024 99.9557425836 492.370900
824 824.000000 23.4223790994 76.5396543953 99.9620334947 491.108278
825 825.000000 23.4411930864 76.5184138685 99.9596069549 491.502760
826 826.000000 23.5075116163 76.4445076534 99.9520192697 492.893293
827 827.000000 23.5219619287 76.4290755466 99.9510374753 493.196280
828 828.000000 23.4692953633 76.4893317228 99.9586270861 492.091994
829 829.000000 23.4405702498 76.5217092596 99.9622795094 491.489701
830 830.000000 23.4799511408 76.4757631848 99.9557143256 492.315419
831 831.000000 23.5095058165 76.4404585372 99.9499643537 492.935106
832 832.000000 23.4617931618 76.4923152027 99.9541083645 491.934692
833 833.000000 23.3930012308 76.5681120375 99.9611132683 490.492299
834 834.000000 23.3959563537 76.5642389162 99.9601952699 490.554260
835 835.000000 23.4590603704 76.4935933844 99.9526537548 491.877392
836 836.000000 23.4836108297 76.4664558917 99.9500667214 492.392154
837 837.000000 23.4342998845 76.5226371428 99.9569370272 491.358227
838 838.000000 23.3935170902 76.5685578741 99.9620749644 490.503115
839 839.000000 23.4232375153 76.5334616189 99.9566991342 491.126277
840 840.000000 23.4596650457 76.4902067590 99.9498718047 491.890071
841 841.000000 23.4219118488 76.5306605626 99.9525724115 491.098481
842 842.000000 23.3476436054 76.6123484856 99.9599920910 489.541263
843 843.000000 23.3349139873 76.6256998749 99.9606138622 489.274355
844 844.000000 23.3924376361 76.5610023061 99.9534399423 490.480481
