step time_fs KE_kcal_mol PE_kcal_mol TE_kcal_mol T_K
397 397.000000 4.3771418792 -9.1992856684 -4.8221437892 112.957092
398 398.000000 4.3807915920 -9.2029908672 -4.8221992752 113.051277
399 399.000000 4.3843900242 -9.2066447780 -4.8222547538 113.144139
400 400.000000 4.3879382524 -9.2102484748 -4.8223102223 113.235705
401 401.000000 4.3914373513 -9.2138030293 -4.8223656780 113.326003
402 402.000000 4.3948883922 -9.2173095106 -4.8224211184 113.415061
403 403.000000 4.3982924430 -9.2207689837 -4.8224765407 113.502906
404 404.000000 4.4016505668 -9.2241825095 -4.8225319427 113.589566
405 405.000000 4.4049638217 -9.2275511435 -4.8225873217 113.675069
406 406.000000 4.4082332598 -9.2308759354 -4.8226426756 113.759440
407 407.000000 4.4114599268 -9.2341579286 -4.8226980018 113.842708
408 408.000000 4.4146448612 -9.2373981594 -4.8227532982 113.924899
409 409.000000 4.4177890940 -9.2405976566 -4.8228085626 114.006039
410 410.000000 4.4208936479 -9.2437574407 -4.8228637928 114.086156
411 411.000000 4.4239595371 -9.2468785238 -4.8229189867 114.165275
412 412.000000 4.4269877668 -9.2499619089 -4.8229741422 114.243421
413 413.000000 4.4299793323 -9.2530085896 -4.8230292572 114.320622
414 414.000000 4.4329352194 -9.2560195494 -4.8230843300 114.396902
415 415.000000 4.4358564033 -9.2589957617 -4.8231393584 114.472287
416 416.000000 4.4387438489 -9.2619381895 -4.8231943407 114.546800
417 417.000000 4.4415985097 -9.2648477846 -4.8232492749 114.620468
418 418.000000 4.4444213285 -9.2677254878 -4.8233041593 114.693314
419 419.000000 4.4472132363 -9.2705722285 -4.8233589921 114.765363
420 420.000000 4.4499751525 -9.2733889241 -4.8234137717 114.836637
421 421.000000 4.4527079845 -9.2761764806 -4.8234684962 114.907161
422 422.000000 4.4554126276 -9.2789357917 -4.8235231641 114.976957
423 423.000000 4.4580899650 -9.2816677387 -4.8235777737 115.046049
424 424.000000 4.4607408674 -9.2843731908 -4.8236323234 115.114458
425 425.000000 4.4633661929 -9.2870530046 -4.8236868117 115.182208
426 426.000000 4.4659667870 -9.2897080240 -4.8237412371 115.249319
427 427.000000 4.4685434825 -9.2923390805 -4.8237955980 115.315814
428 428.000000 4.4710970996 -9.2949469926 -4.8238498930 115.381713
429 429.000000 4.4736284455 -9.2975325661 -4.8239041207 115.447037
430 430.000000 4.4761383145 -9.3000965941 -4.8239582796 115.511807
431 431.000000 4.4786274884 -9.3026398567 -4.8240123683 115.576043
432 432.000000 4.4810967358 -9.3051631213 -4.8240663855 115.639765
433 433.000000 4.4835468128 -9.3076671427 -4.8241203298 115.702992
434 434.000000 4.4859784626 -9.3101526625 -4.8241742000 115.765743
435 435.000000 4.4883924156 -9.3126204102 -4.8242279946 115.828038
436 436.000000 4.4907893897 -9.3150711022 -4.8242817125 115.889894
437 437.000000 4.4931700902 -9.3175054426 -4.8243353524 115.951331
438 438.000000 4.4955352100 -9.3199241230 -4.8243889130 116.012366
439 439.000000 4.4978854296 -9.3223278227 -4.8244423931 116.073016
440 440.000000 4.5002214172 -9.3247172086 -4.8244957915 116.133299
441 441.000000 4.5025438288 -9.3270929359 -4.8245491070 116.193231
442 442.000000 4.5048533088 -9.3294556473 -4.8246023385 116.252830
443 443.000000 4.5071504895 -9.3318059743 -4.8246554848 116.312111
444 444.000000 4.5094359914 -9.3341445362 -4.8247085448 116.371091
445 445.000000 4.5117104238 -9.3364719411 -4.8247615173 116.429785
446 446.000000 4.5139743846 -9.3387887858 -4.8248144012 116.488209
447 447.000000 4.5162284605 -9.3410956560 -4.8248671955 116.546378
448 448.000000 4.5184732272 -9.3433931263 -4.8249198991 116.604307
449 449.000000 4.5207092499 -9.3456817607 -4.8249725108 116.662010
450 450.000000 4.5229370829 -9.3479621127 -4.8250250297 116.719502
451 451.000000 4.5251572706 -9.3502347254 -4.8250774548 116.776796
452 452.000000 4.5273703470 -9.3525001318 -4.8251297848 116.833907
453 453.000000 4.5295768362 -9.3547588552 -4.8251820190 116.890848
454 454.000000 4.5317772530 -9.3570114092 -4.8252341562 116.947633
455 455.000000 4.5339721024 -9.3592582979 -4.8252861955 117.004273
456 456.000000 4.5361618804 -9.3615000162 -4.8253381359 117.060783
457 457.000000 4.5383470741 -9.3637370505 -4.8253899764 117.117174
458 458.000000 4.5405281620 -9.3659698780 -4.8254417160 117.173460
459 459.000000 4.5427056140 -9.3681989679 -4.8254933539 117.229651
460 460.000000 4.5448798920 -9.3704247811 -4.8255448890 117.285761
461 461.000000 4.5470514501 -9.3726477706 -4.8255963205 117.341800
462 462.000000 4.5492207345 -9.3748683820 -4.8256476475 117.397781
463 463.000000 4.5513881843 -9.3770870533 -4.8256988689 117.453715
464 464.000000 4.5535542314 -9.3793042155 -4.8257499841 117.509612
465 465.000000 4.5557193010 -9.3815202930 -4.8258009919 117.565484
466 466.000000 4.5578838117 -9.3837357034 -4.8258518917 117.621342
467 467.000000 4.5600481759 -9.3859508584 -4.8259026825 117.677196
468 468.000000 4.5622128000 -9.3881661635 -4.8259533635 117.733056
469 469.000000 4.5643780847 -9.3903820185 -4.8260039338 117.788934
470 470.000000 4.5665444256 -9.3925988182 -4.8260543926 117.844839
471 471.000000 4.5687122127 -9.3948169518 -4.8261047391 117.900781
472 472.000000 4.5708818317 -9.3970368042 -4.8261549725 117.956770
473 473.000000 4.5730536634 -9.3992587554 -4.8262050919 118.012817
474 474.000000 4.5752280846 -9.4014831813 -4.8262550967 118.068930
475 475.000000 4.5774054681 -9.4037104541 -4.8263049860 118.125120
476 476.000000 4.5795861830 -9.4059409419 -4.8263547590 118.181396
477 477.000000 4.5817705950 -9.4081750099 -4.8264044150 118.237767
478 478.000000 4.5839590668 -9.4104130201 -4.8264539532 118.294243
479 479.000000 4.5861519585 -9.4126553315 -4.8265033730 118.350833
480 480.000000 4.5883496273 -9.4149023008 -4.8265526736 118.407547
481 481.000000 4.5905524285 -9.4171542827 -4.8266018542 118.464392
482 482.000000 4.5927607154 -9.4194116296 -4.8266509143 118.521380
483 483.000000 4.5949748396 -9.4216746926 -4.8266998530 118.578518
484 484.000000 4.5971951514 -9.4239438211 -4.8267486698 118.635815
485 485.000000 4.5994220000 -9.4262193638 -4.8267973639 118.693282
486 486.000000 4.6016557337 -9.4285016684 -4.8268459347 118.750926
487 487.000000 4.6038967004 -9.4307910820 -4.8268943816 118.808756
488 488.000000 4.6061452476 -9.4330879516 -4.8269427040 118.866783
489 489.000000 4.6084017229 -9.4353926241 -4.8269909011 118.925014
490 490.000000 4.6106664741 -9.4377054466 -4.8270389725 118.983458
491 491.000000 4.6129398493 -9.4400267668 -4.8270869176 119.042125
492 492.000000 4.6152221975 -9.4423569332 -4.8271347357 119.101024
493 493.000000 4.6175138689 -9.4446962951 -4.8271824262 119.160163
494 494.000000 4.6198152145 -9.4470452032 -4.8272299887 119.219552
495 495.000000 4.6221265869 -9.4494040095 -4.8272774227 119.279199
496 496.000000 4.6244483404 -9.4517730678 -4.8273247274 119.339115
497 497.000000 4.6267808311 -9.4541527337 -4.8273719026 119.399307
498 498.000000 4.6291244172 -9.4565433648 -4.8274189476 119.459786
499 499.000000 4.6314794592 -9.4589453212 -4.8274658620 119.520561
500 500.000000 4.6338463198 -9.4613589652 -4.8275126453 119.581640
501 501.000000 4.6362253646 -9.4637846617 -4.8275592971 119.643034
502 502.000000 4.6386169618 -9.4662227787 -4.8276058169 119.704752
503 503.000000 4.6410214826 -9.4686736868 -4.8276522042 119.766803
504 504.000000 4.6434393010 -9.4711377598 -4.8276984588 119.829198
505 505.000000 4.6458707946 -9.4736153746 -4.8277445801 119.891945
506 506.000000 4.6483163438 -9.4761069116 -4.8277905678 119.955055
507 507.000000 4.6507763327 -9.4786127542 -4.8278364215 120.018538
508 508.000000 4.6532511488 -9.4811332897 -4.8278821409 120.082404
509 509.000000 4.6557411830 -9.4836689086 -4.8279277256 120.146662
510 510.000000 4.6582468298 -9.4862200052 -4.8279731754 120.211323
511 511.000000 4.6607684875 -9.4887869773 -4.8280184898 120.276397
512 512.000000 4.6633065576 -9.4913702263 -4.8280636687 120.341895
513 513.000000 4.6658614456 -9.4939701572 -4.8281087117 120.407827
514 514.000000 4.6684335603 -9.4965871789 -4.8281536186 120.474203
515 515.000000 4.6710233142 -9.4992217034 -4.8281983891 120.541035
516 516.000000 4.6736311233 -9.5018741464 -4.8282430231 120.608332
517 517.000000 4.6762574068 -9.5045449272 -4.8282875203 120.676106
518 518.000000 4.6789025874 -9.5072344680 -4.8283318806 120.744368
519 519.000000 4.6815670909 -9.5099431946 -4.8283761037 120.813129
520 520.000000 4.6842513460 -9.5126715355 -4.8284201896 120.882399
521 521.000000 4.6869557844 -9.5154199223 -4.8284641380 120.952190
522 522.000000 4.6896808403 -9.5181887891 -4.8285079489 121.022513
523 523.000000 4.6924269504 -9.5209785726 -4.8285516221 121.093380
524 524.000000 4.6951945538 -9.5237897115 -4.8285951577 121.164801
525 525.000000 4.6979840911 -9.5266226466 -4.8286385555 121.236788
526 526.000000 4.7007960049 -9.5294778203 -4.8286818155 121.309352
527 527.000000 4.7036307388 -9.5323556764 -4.8287249376 121.382506
528 528.000000 4.7064887377 -9.5352566597 -4.8287679220 121.456260
529 529.000000 4.7093704468 -9.5381812153 -4.8288107685 121.530626
530 530.000000 4.7122763118 -9.5411297891 -4.8288534773 121.605615
531 531.000000 4.7152067778 -9.5441028262 -4.8288960484 121.681239
532 532.000000 4.7181622896 -9.5471007714 -4.8289384818 121.757509
533 533.000000 4.7211432906 -9.5501240684 -4.8289807778 121.834437
534 534.000000 4.7241502227 -9.5531731591 -4.8290229364 121.912034
535 535.000000 4.7271835256 -9.5562484833 -4.8290649577 121.990312
536 536.000000 4.7302436362 -9.5593504781 -4.8291068419 122.069282
537 537.000000 4.7333309881 -9.5624795774 -4.8291485893 122.148954
538 538.000000 4.7364460110 -9.5656362110 -4.8291902000 122.229341
539 539.000000 4.7395891300 -9.5688208043 -4.8292316742 122.310453
540 540.000000 4.7427607651 -9.5720337774 -4.8292730123 122.392300
541 541.000000 4.7459613302 -9.5752755446 -4.8293142145 122.474895
542 542.000000 4.7491912327 -9.5785465137 -4.8293552810 122.558246
543 543.000000 4.7524508726 -9.5818470848 -4.8293962123 122.642365
544 544.000000 4.7557406417 -9.5851776503 -4.8294370086 122.727261
545 545.000000 4.7590609232 -9.5885385935 -4.8294776704 122.812944
546 546.000000 4.7624120901 -9.5919302881 -4.8295181980 122.899425
547 547.000000 4.7657945053 -9.5953530971 -4.8295585918 122.986712
548 548.000000 4.7692085201 -9.5988073724 -4.8295988523 123.074815
549 549.000000 4.7726544735 -9.6022934534 -4.8296389800 123.163741
550 550.000000 4.7761326914 -9.6058116667 -4.8296789753 123.253501
551 551.000000 4.7796434858 -9.6093623245 -4.8297188387 123.344101
552 552.000000 4.7831871535 -9.6129457242 -4.8297585708 123.435549
553 553.000000 4.7867639754 -9.6165621475 -4.8297981721 123.527853
554 554.000000 4.7903742157 -9.6202118589 -4.8298376432 123.621019
555 555.000000 4.7940181205 -9.6238951053 -4.8298769847 123.715054
556 556.000000 4.7976959174 -9.6276121147 -4.8299161973 123.809964
557 557.000000 4.8014078139 -9.6313630954 -4.8299552815 123.905754
558 558.000000 4.8051539968 -9.6351482349 -4.8299942380 124.002428
559 559.000000 4.8089346312 -9.6389676989 -4.8300330676 124.099992
560 560.000000 4.8127498593 -9.6428216302 -4.8300717709 124.198448
561 561.000000 4.8165997994 -9.6467101481 -4.8301103487 124.297800
562 562.000000 4.8204845450 -9.6506333467 -4.8301488017 124.398050
563 563.000000 4.8244041638 -9.6545912945 -4.8301871307 124.499201
564 564.000000 4.8283586965 -9.6585840330 -4.8302253365 124.601252
565 565.000000 4.8323481562 -9.6626115760 -4.8302634198 124.704204
566 566.000000 4.8363725267 -9.6666739083 -4.8303013816 124.808058
567 567.000000 4.8404317622 -9.6707709848 -4.8303392227 124.912811
568 568.000000 4.8445257859 -9.6749027297 -4.8303769438 125.018462
569 569.000000 4.8486544892 -9.6790690353 -4.8304145461 125.125008
570 570.000000 4.8528177307 -9.6832697609 -4.8304520302 125.232445
571 571.000000 4.8570153352 -9.6875047324 -4.8304893972 125.340769
572 572.000000 4.8612470926 -9.6917737406 -4.8305266479 125.449974
573 573.000000 4.8655127576 -9.6960765410 -4.8305637834 125.560054
574 574.000000 4.8698120478 -9.7004128524 -4.8306008045 125.671002
575 575.000000 4.8741446440 -9.7047823563 -4.8306377123 125.782810
576 576.000000 4.8785101883 -9.7091846960 -4.8306745077 125.895468
577 577.000000 4.8829082840 -9.7136194757 -4.8307111917 126.008966
578 578.000000 4.8873384943 -9.7180862596 -4.8307477653 126.123292
579 579.000000 4.8918003418 -9.7225845714 -4.8307842295 126.238435
580 580.000000 4.8962933080 -9.7271138934 -4.8308205854 126.354381
581 581.000000 4.9008168318 -9.7316736657 -4.8308568340 126.471116
582 582.000000 4.9053703097 -9.7362632859 -4.8308929762 126.588624
583 583.000000 4.9099530946 -9.7408821078 -4.8309290132 126.706887
584 584.000000 4.9145644956 -9.7455294415 -4.8309649459 126.825890
585 585.000000 4.9192037769 -9.7502045524 -4.8310007754 126.945612
586 586.000000 4.9238701578 -9.7549066606 -4.8310365028 127.066033
587 587.000000 4.9285628119 -9.7596349409 -4.8310721290 127.187132
588 588.000000 4.9332808667 -9.7643885219 -4.8311076552 127.308887
589 589.000000 4.9380234033 -9.7691664856 -4.8311430823 127.431274
590 590.000000 4.9427894558 -9.7739678673 -4.8311784115 127.554267
591 591.000000 4.9475780114 -9.7787916550 -4.8312136436 127.677841
592 592.000000 4.9523880095 -9.7836367892 -4.8312487797 127.801968
593 593.000000 4.9572183420 -9.7885021630 -4.8312838209 127.926621
594 594.000000 4.9620678529 -9.7933866211 -4.8313187682 128.051768
595 595.000000 4.9669353380 -9.7982889605 -4.8313536225 128.177379
596 596.000000 4.9718195450 -9.8032079298 -4.8313883849 128.303421
597 597.000000 4.9767191733 -9.8081422295 -4.8314230562 128.429862
598 598.000000 4.9816328741 -9.8130905116 -4.8314576375 128.556665
599 599.000000 4.9865592502 -9.8180513800 -4.8314921298 128.683796
600 600.000000 4.9914968564 -9.8230233903 -4.8315265338 128.811216
601 601.000000 4.9964441993 -9.8280050499 -4.8315608507 128.938888
602 602.000000 5.0013997373 -9.8329948185 -4.8315950812 129.066771
603 603.000000 5.0063618814 -9.8379911076 -4.8316292262 129.194825
604 604.000000 5.0113289948 -9.8429922815 -4.8316632867 129.323007
605 605.000000 5.0162993934 -9.8479966568 -4.8316972634 129.451274
606 606.000000 5.0212713462 -9.8530025034 -4.8317311572 129.579581
607 607.000000 5.0262430755 -9.8580080443 -4.8317649688 129.707882
608 608.000000 5.0312127572 -9.8630114564 -4.8317986992 129.836130
609 609.000000 5.0361785216 -9.8680108705 -4.8318323489 129.964277
610 610.000000 5.0411384531 -9.8730043719 -4.8318659188 130.092274
611 611.000000 5.0460905916 -9.8779900012 -4.8318994096 130.220069
612 612.000000 5.0510329323 -9.8829657543 -4.8319328220 130.347612
613 613.000000 5.0559634265 -9.8879295831 -4.8319661566 130.474849
614 614.000000 5.0608799822 -9.8928793963 -4.8319994141 130.601726
615 615.000000 5.0657804646 -9.8978130597 -4.8320325951 130.728189
616 616.000000 5.0706626970 -9.9027283972 -4.8320657002 130.854180
617 617.000000 5.0755244609 -9.9076231908 -4.8320987300 130.979644
618 618.000000 5.0803634972 -9.9124951822 -4.8321316850 131.104520
619 619.000000 5.0851775067 -9.9173420725 -4.8321645657 131.228751
620 620.000000 5.0899641509 -9.9221615237 -4.8321973728 131.352276
621 621.000000 5.0947210526 -9.9269511591 -4.8322301065 131.475033
622 622.000000 5.0994457968 -9.9317085643 -4.8322627675 131.596961
623 623.000000 5.1041359314 -9.9364312875 -4.8322953561 131.717995
624 624.000000 5.1087889682 -9.9411168409 -4.8323278727 131.838072
625 625.000000 5.1134023835 -9.9457627013 -4.8323603178 131.957126
626 626.000000 5.1179736191 -9.9503663108 -4.8323926917 132.075092
627 627.000000 5.1225000832 -9.9549250779 -4.8324249947 132.191903
628 628.000000 5.1269791511 -9.9594363784 -4.8324572273 132.307490
629 629.000000 5.1314081663 -9.9638975559 -4.8324893897 132.421786
630 630.000000 5.1357844414 -9.9683059235 -4.8325214821 132.534721
631 631.000000 5.1401052589 -9.9726587640 -4.8325535050 132.646224
632 632.000000 5.1443678725 -9.9769533312 -4.8325854586 132.756226
633 633.000000 5.1485695078 -9.9811868509 -4.8326173431 132.864654
634 634.000000 5.1527073633 -9.9853565221 -4.8326491588 132.971436
635 635.000000 5.1567786116 -9.9894595175 -4.8326809059 133.076499
636 636.000000 5.1607804005 -9.9934929851 -4.8327125846 133.179770
637 637.000000 5.1647098539 -9.9974540490 -4.8327441952 133.281174
638 638.000000 5.1685640729 -10.0013398107 -4.8327757378 133.380636
639 639.000000 5.1723401374 -10.0051473501 -4.8328072127 133.478082
640 640.000000 5.1760351065 -10.0088737266 -4.8328386201 133.573434
641 641.000000 5.1796460204 -10.0125159806 -4.8328699601 133.666618
642 642.000000 5.1831699014 -10.0160711345 -4.8329012331 133.757556
643 643.000000 5.1866037551 -10.0195361942 -4.8329324390 133.846170
644 644.000000 5.1899445717 -10.0229081500 -4.8329635783 133.932384
645 645.000000 5.1931893277 -10.0261839787 -4.8329946510 134.016119
646 646.000000 5.1963349867 -10.0293606442 -4.8330256574 134.097296
647 647.000000 5.1993785018 -10.0324350995 -4.8330565978 134.175837
648 648.000000 5.2023168161 -10.0354042883 -4.8330874722 134.251664
649 649.000000 5.2051468649 -10.0382651460 -4.8331182811 134.324696
650 650.000000 5.2078655774 -10.0410146020 -4.8331490245 134.394856
651 651.000000 5.2104698781 -10.0436495810 -4.8331797029 134.462063
652 652.000000 5.2129566887 -10.0461670051 -4.8332103165 134.526238
653 653.000000 5.2153229299 -10.0485637954 -4.8332408655 134.587301
654 654.000000 5.2175655237 -10.0508368740 -4.8332713503 134.645174
655 655.000000 5.2196813949 -10.0529831661 -4.8333017712 134.699776
656 656.000000 5.2216674736 -10.0549996023 -4.8333321286 134.751029
657 657.000000 5.2235206974 -10.0568831203 -4.8333624229 134.798854
658 658.000000 5.2252380135 -10.0586306679 -4.8333926544 134.843171
659 659.000000 5.2268163812 -10.0602392048 -4.8334228236 134.883903
660 660.000000 5.2282527748 -10.0617057057 -4.8334529310 134.920970
661 661.000000 5.2295441856 -10.0630271625 -4.8334829769 134.954297
662 662.000000 5.2306876255 -10.0642005874 -4.8335129620 134.983804
663 663.000000 5.2316801290 -10.0652230157 -4.8335428867 135.009417
664 664.000000 5.2325187570 -10.0660915086 -4.8335727516 135.031059
665 665.000000 5.2332005998 -10.0668031571 -4.8336025573 135.048655
666 666.000000 5.2337227800 -10.0673550845 -4.8336323044 135.062130
667 667.000000 5.2340824567 -10.0677444503 -4.8336619936 135.071412
668 668.000000 5.2342768285 -10.0679684541 -4.8336916256 135.076428
669 669.000000 5.2343031377 -10.0680243386 -4.8337212010 135.077107
670 670.000000 5.2341586740 -10.0679093946 -4.8337507206 135.073379
671 671.000000 5.2338407790 -10.0676209641 -4.8337801851 135.065175
672 672.000000 5.2333468500 -10.0671564455 -4.8338095955 135.052429
673 673.000000 5.2326743450 -10.0665132974 -4.8338389525 135.035074
674 674.000000 5.2318207868 -10.0656890437 -4.8338682569 135.013047
675 675.000000 5.2307837685 -10.0646812782 -4.8338975097 134.986286
676 676.000000 5.2295609579 -10.0634876697 -4.8339267118 134.954730
677 677.000000 5.2281501031 -10.0621059673 -4.8339558641 134.918321
678 678.000000 5.2265490378 -10.0605340055 -4.8339849677 134.877004
679 679.000000 5.2247556869 -10.0587697103 -4.8340140235 134.830724
680 680.000000 5.2227680720 -10.0568111045 -4.8340430325 134.779431
681 681.000000 5.2205843180 -10.0546563137 -4.8340719957 134.723077
682 682.000000 5.2182026584 -10.0523035728 -4.8341009144 134.661616
683 683.000000 5.2156214423 -10.0497512318 -4.8341297895 134.595005
684 684.000000 5.2128391407 -10.0469977628 -4.8341586221 134.523204
685 685.000000 5.2098543528 -10.0440417663 -4.8341874134 134.446178
686 686.000000 5.2066658134 -10.0408819780 -4.8342161645 134.363894
687 687.000000 5.2032723994 -10.0375172760 -4.8342448766 134.276324
688 688.000000 5.1996731372 -10.0339466880 -4.8342735508 134.183441
689 689.000000 5.1958672098 -10.0301693981 -4.8343021883 134.085224
690 690.000000 5.1918539643 -10.0261847545 -4.8343307902 133.981658
691 691.000000 5.1876329193 -10.0219922770 -4.8343593577 133.872729
692 692.000000 5.1832037724 -10.0175916644 -4.8343878920 133.758430
693 693.000000 5.1785664081 -10.0129828024 -4.8344163942 133.638758
694 694.000000 5.1737209053 -10.0081657709 -4.8344448656 133.513714
695 695.000000 5.1686675450 -10.0031408521 -4.8344733071 133.383306
696 696.000000 5.1634068183 -9.9979085383 -4.8345017201 133.247547
697 697.000000 5.1579394338 -9.9924695393 -4.8345301055 133.106455
698 698.000000 5.1522663258 -9.9868247903 -4.8345584645 132.960054
699 699.000000 5.1463886614 -9.9809754595 -4.8345867981 132.808374
700 700.000000 5.1403078483 -9.9749229557 -4.8346151074 132.651452
701 701.000000 5.1340255422 -9.9686689357 -4.8346433935 132.489330
702 702.000000 5.1275436541 -9.9622153113 -4.8346716571 132.322058
703 703.000000 5.1208643572 -9.9555642566 -4.8346998994 132.149691
704 704.000000 5.1139900937 -9.9487182149 -4.8347281212 131.972293
705 705.000000 5.1069235813 -9.9416799047 -4.8347563233 131.789933
706 706.000000 5.0996678196 -9.9344523262 -4.8347845066 131.602690
707 707.000000 5.0922260955 -9.9270387673 -4.8348126717 131.410648
708 708.000000 5.0846019890 -9.9194428084 -4.8348408195 131.213900
709 709.000000 5.0767993775 -9.9116683279 -4.8348689504 131.012544
710 710.000000 5.0688224409 -9.9037195060 -4.8348970651 130.806690
711 711.000000 5.0606756650 -9.8956008291 -4.8349251640 130.596454
712 712.000000 5.0523638446 -9.8873170922 -4.8349532476 130.381958
713 713.000000 5.0438920861 -9.8788734023 -4.8349813163 130.163334
714 714.000000 5.0352658091 -9.8702751793 -4.8350093702 129.940724
715 715.000000 5.0264907477 -9.8615281574 -4.8350374096 129.714273
716 716.000000 5.0175729502 -9.8526383848 -4.8350654346 129.484139
717 717.000000 5.0085187782 -9.8436122234 -4.8350934452 129.250486
718 718.000000 4.9993349051 -9.8344563464 -4.8351214413 129.013486
719 719.000000 4.9900283130 -9.8251777358 -4.8351494228 128.773319
720 720.000000 4.9806062891 -9.8157836784 -4.8351773893 128.530173
721 721.000000 4.9710764201 -9.8062817606 -4.8352053405 128.284244
722 722.000000 4.9614465864 -9.7966798622 -4.8352332759 128.035735
723 723.000000 4.9517249542 -9.7869861492 -4.8352611950 127.784858
724 724.000000 4.9419199673 -9.7772090643 -4.8352890970 127.531829
725 725.000000 4.9320403364 -9.7673573176 -4.8353169812 127.276874
726 726.000000 4.9220950279 -9.7574398745 -4.8353448466 127.020224
727 727.000000 4.9120932509 -9.7474659432 -4.8353726923 126.762117
728 728.000000 4.9020444432 -9.7374449602 -4.8354005171 126.502796
729 729.000000 4.8919582552 -9.7273865749 -4.8354283197 126.242510
730 730.000000 4.8818445331 -9.7173006320 -4.8354560988 125.981514
731 731.000000 4.8717133000 -9.7071971529 -4.8354838530 125.720066
732 732.000000 4.8615747358 -9.6970863162 -4.8355115805 125.458429
733 733.000000 4.8514391558 -9.6869784355 -4.8355392796 125.196869
734 734.000000 4.8413169881 -9.6768839368 -4.8355669486 124.935655
735 735.000000 4.8312187487 -9.6668133342 -4.8355945855 124.675059
736 736.000000 4.8211550162 -9.6567772043 -4.8356221881 124.415353
737 737.000000 4.8111364052 -9.6467861595 -4.8356497543 124.156811
738 738.000000 4.8011735378 -9.6368508195 -4.8356772816 123.899708
739 739.000000 4.7912770148 -9.6269817826 -4.8357047677 123.644317
740 740.000000 4.7814573854 -9.6171895955 -4.8357322100 123.390911
741 741.000000 4.7717251164 -9.6074847222 -4.8357596058 123.139758
742 742.000000 4.7620905604 -9.5978775126 -4.8357869522 122.891128
743 743.000000 4.7525639235 -9.5883781698 -4.8358142463 122.645282
744 744.000000 4.7431552325 -9.5789967176 -4.8358414851 122.402480
745 745.000000 4.7338743025 -9.5697429678 -4.8358686653 122.162975
746 746.000000 4.7247307033 -9.5606264870 -4.8358957837 121.927014
747 747.000000 4.7157337270 -9.5516565638 -4.8359228368 121.694837
748 748.000000 4.7068923558 -9.5428421770 -4.8359498212 121.466676
749 749.000000 4.6982152300 -9.5341919632 -4.8359767332 121.242753
750 750.000000 4.6897106177 -9.5257141867 -4.8360035690 121.023282
751 751.000000 4.6813863852 -9.5174167101 -4.8360303249 120.808465
752 752.000000 4.6732499688 -9.5093069656 -4.8360569968 120.598496
753 753.000000 4.6653083491 -9.5013919298 -4.8360835808 120.393553
754 754.000000 4.6575680263 -9.4936780989 -4.8361100726 120.193806
755 755.000000 4.6500349993 -9.4861714675 -4.8361364682 119.999407
756 756.000000 4.6427147464 -9.4788775095 -4.8361627632 119.810500
757 757.000000 4.6356122093 -9.4718011626 -4.8361889533 119.627211
758 758.000000 4.6287317815 -9.4649468155 -4.8362150340 119.449654
759 759.000000 4.6220772987 -9.4583182998 -4.8362410011 119.277927
760 760.000000 4.6156520349 -9.4519188848 -4.8362668499 119.112116
761 761.000000 4.6094587014 -9.4457512775 -4.8362925761 118.952290
762 762.000000 4.6034994519 -9.4398176271 -4.8363181751 118.798505
763 763.000000 4.5977758911 -9.4341195338 -4.8363436427 118.650802
764 764.000000 4.5922890892 -9.4286580637 -4.8363689744 118.509209
765 765.000000 4.5870396017 -9.4234337678 -4.8363941661 118.373740
766 766.000000 4.5820274945 -9.4184467081 -4.8364192136 118.244397
767 767.000000 4.5772523750 -9.4136964879 -4.8364441129 118.121169
768 768.000000 4.5727134283 -9.4091822888 -4.8364688605 118.004037
769 769.000000 4.5684094604 -9.4049029133 -4.8364934529 117.892968
770 770.000000 4.5643389458 -9.4008568328 -4.8365178869 117.787924
771 771.000000 4.5605000820 -9.3970422420 -4.8365421600 117.688858
772 772.000000 4.5568908489 -9.3934571188 -4.8365662700 117.595717
773 773.000000 4.5535090738 -9.3900992890 -4.8365902151 117.508447
774 774.000000 4.5503525019 -9.3869664964 -4.8366139946 117.426988
775 775.000000 4.5474188704 -9.3840564785 -4.8366376081 117.351282
776 776.000000 4.5447059883 -9.3813670446 -4.8366610563 117.281273
777 777.000000 4.5422118188 -9.3788961597 -4.8366843410 117.216908
778 778.000000 4.5399345650 -9.3766420299 -4.8367074649 117.158141
779 779.000000 4.5378727586 -9.3746031908 -4.8367304322 117.104934
780 780.000000 4.5360253487 -9.3727785972 -4.8367532485 117.057259
781 781.000000 4.5343917926 -9.3711677136 -4.8367759210 117.015104
782 782.000000 4.5329721452 -9.3697706038 -4.8367984586 116.978468
783 783.000000 4.5317671467 -9.3685880192 -4.8368208725 116.947372
784 784.000000 4.5307783079 -9.3676214839 -4.8368431760 116.921854
785 785.000000 4.5300079916 -9.3668733763 -4.8368653846 116.901975
786 786.000000 4.5294594875 -9.3663470045 -4.8368875170 116.887820
787 787.000000 4.5291370812 -9.3660466755 -4.8369095943 116.879500
788 788.000000 4.5290461144 -9.3659777557 -4.8369316413 116.877152
789 789.000000 4.5291930356 -9.3661467214 -4.8369536858 116.880944
790 790.000000 4.5295854389 -9.3665611986 -4.8369757597 116.891070
791 791.000000 4.5302320911 -9.3672299898 -4.8369978987 116.907758
792 792.000000 4.5311429437 -9.3681630866 -4.8370201429 116.931264
793 793.000000 4.5323291297 -9.3693716665 -4.8370425368 116.961874
794 794.000000 4.5338029441 -9.3708680741 -4.8370651300 116.999908
